,Ranking,TV_Show,Channel,Duration,Ranking_Percent,Datetime,Month,Week,Day,Hour,Minute,Day_of_week
265,6,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,33.0,7.9,2020-01-14 18:46:00,1,3,14,18,46,1
266,7,הצינור,רשת 13,22.0,7.5,2020-01-14 22:41:00,1,3,14,22,41,1
267,8,חדשות 13,רשת 13,83.0,7.5,2020-01-14 19:56:00,1,3,14,19,56,1
268,9,חמש עם רפי רשף 12,קשת 12,56.0,7.5,2020-01-14 16:59:00,1,3,14,16,59,1
270,11,שש עם עודד בן עמי 12,קשת 12,49.0,7.3,2020-01-14 17:57:00,1,3,14,17,57,1
271,12,חי בלילה עונה 12,קשת 12,27.0,6.1,2020-01-14 23:27:00,1,3,14,23,27,1
272,13,שווה כסף,רשת 13,25.0,6.0,2020-01-14 19:27:00,1,3,14,19,27,1
273,14,לפני החדשות,רשת 13,42.0,5.3,2020-01-14 18:45:00,1,3,14,18,45,1
274,15,מהדורה ראשונה 12,קשת 12,53.0,4.9,2020-01-14 16:06:00,1,3,14,16,6,1
275,16,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,122.0,4.4,2020-01-14 06:58:00,1,3,14,6,58,1
276,17,שש - אמנון לוי,רשת 13,51.0,4.2,2020-01-14 17:54:00,1,3,14,17,54,1
277,18,ערב טוב עם גיא פינס - קשת עונה 2 ש.ח,קשת 12,30.0,3.9,2020-01-14 23:54:00,1,3,14,23,54,1
278,19,סבריי מרנן עונה 3 ש.ח,קשת 12,24.0,3.5,2020-01-14 15:36:00,1,3,14,15,36,1
279,20,היום שהיה עם טל ברמן,רשת 13,31.0,3.5,2020-01-14 23:22:00,1,3,14,23,22,1
280,1,חדשות 12,קשת 12,86.0,16.8,2020-01-15 19:57:00,1,3,15,19,57,2
281,2,ארץ נהדרת עונה 17,קשת 12,87.0,15.3,2020-01-15 21:22:00,1,3,15,21,22,2
282,3,האח הגדול 2020,רשת 13,110.0,13.2,2020-01-15 21:16:00,1,3,15,21,16,2
283,4,תכנית חיסכון 12,קשת 12,27.0,12.4,2020-01-15 19:26:00,1,3,15,19,26,2
284,5,הצינור,רשת 13,30.0,9.5,2020-01-15 23:06:00,1,3,15,23,6,2
285,6,שש עם עודד בן עמי 12,קשת 12,49.0,9.5,2020-01-15 17:57:00,1,3,15,17,57,2
286,7,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,32.0,9.3,2020-01-15 18:46:00,1,3,15,18,46,2
287,8,חדשות 13,רשת 13,79.0,8.8,2020-01-15 19:56:00,1,3,15,19,56,2
288,9,חמש עם רפי רשף 12,קשת 12,55.0,7.6,2020-01-15 16:59:00,1,3,15,16,59,2
289,10,חי בלילה עונה 12,קשת 12,34.0,7.3,2020-01-15 22:52:00,1,3,15,22,52,2
290,11,לפני החדשות,רשת 13,41.0,6.5,2020-01-15 18:45:00,1,3,15,18,45,2
291,12,היום שהיה עם טל ברמן,רשת 13,21.0,6.2,2020-01-15 23:36:00,1,3,15,23,36,2
292,13,שווה כסף,רשת 13,27.0,6.2,2020-01-15 19:25:00,1,3,15,19,25,2
293,14,שש - אמנון לוי,רשת 13,50.0,5.5,2020-01-15 17:55:00,1,3,15,17,55,2
294,15,מהדורה ראשונה 12,קשת 12,54.0,5.3,2020-01-15 16:05:00,1,3,15,16,5,2
295,16,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,122.0,4.3,2020-01-15 06:58:00,1,3,15,6,58,2
296,17,החדשות עם יעקב אילון,רשת 13,57.0,4.1,2020-01-15 16:55:00,1,3,15,16,55,2
297,18,חברות עונה 3 ש.ח,רשת 13,39.0,3.5,2020-01-15 23:57:00,1,3,15,23,57,2
298,19,ערב טוב עם גיא פינס - קשת עונה 2 ש.ח,קשת 12,35.0,3.5,2020-01-15 23:43:00,1,3,15,23,43,2
299,20,סבריי מרנן עונה 4 ש.ח,קשת 12,24.0,3.4,2020-01-15 15:36:00,1,3,15,15,36,2
300,1,האח הגדול 2020,רשת 13,88.0,14.3,2020-01-16 21:19:00,1,3,16,21,19,3
301,2,חדשות 12,קשת 12,94.0,13.6,2020-01-16 19:56:00,1,3,16,19,56,3
302,3,הכוכב הבא לאירוויזיון 2020,קשת 12,53.0,13.2,2020-01-16 21:30:00,1,3,16,21,30,3
303,4,תכנית חיסכון 12,קשת 12,27.0,11.4,2020-01-16 19:26:00,1,3,16,19,26,3
304,5,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,33.0,10.1,2020-01-16 18:46:00,1,3,16,18,46,3
305,6,חדשות 13,רשת 13,83.0,9.2,2020-01-16 19:56:00,1,3,16,19,56,3
306,7,שש עם עודד בן עמי 12,קשת 12,49.0,8.2,2020-01-16 17:58:00,1,3,16,17,58,3
307,8,חמש עם רפי רשף 12,קשת 12,55.0,8.1,2020-01-16 17:00:00,1,3,16,17,0,3
308,9,גב האומה עונה 11,רשת 13,25.0,7.9,2020-01-16 22:47:00,1,3,16,22,47,3
309,10,לפני החדשות,רשת 13,42.0,7.0,2020-01-16 18:45:00,1,3,16,18,45,3
310,11,זה לא הגיל עונה 2,קשת 12,32.0,6.7,2020-01-16 22:34:00,1,3,16,22,34,3
311,12,שווה כסף,רשת 13,25.0,6.7,2020-01-16 19:27:00,1,3,16,19,27,3
312,13,שש - אמנון לוי,רשת 13,51.0,6.3,2020-01-16 17:54:00,1,3,16,17,54,3
313,14,מהדורה ראשונה 12,קשת 12,53.0,4.8,2020-01-16 16:07:00,1,3,16,16,7,3
314,15,היום שהיה עם טל ברמן,רשת 13,31.0,4.5,2020-01-16 23:16:00,1,3,16,23,16,3
315,16,החדשות עם יעקב אילון,רשת 13,56.0,4.3,2020-01-16 16:54:00,1,3,16,16,54,3
316,17,רפי רשף אינטימי,קשת 12,29.0,4.2,2020-01-16 23:13:00,1,3,16,23,13,3
317,18,חברות עונה 3 ש.ח,רשת 13,35.0,4.1,2020-01-16 23:47:00,1,3,16,23,47,3
318,19,הבתים היפים בישראל,קשת 12,31.0,3.7,2020-01-16 23:42:00,1,3,16,23,42,3
319,20,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,122.0,3.6,2020-01-16 06:58:00,1,3,16,6,58,3
320,1,אולפן שישי 12,קשת 12,105.0,11.3,2020-01-17 19:56:00,1,3,17,19,56,4
321,2,סבריי מרנן עונה 6,קשת 12,32.0,10.6,2020-01-17 21:41:00,1,3,17,21,41,4
322,3,סבריי מרנן עונה 6,קשת 12,35.0,9.8,2020-01-17 22:12:00,1,3,17,22,12,4
323,4,מועדון לילה עונה 7 ש.ח,קשת 12,73.0,7.4,2020-01-17 22:48:00,1,3,17,22,48,4
324,5,אופירה וברקוביץ' - עונה 3,קשת 12,109.0,7.3,2020-01-17 18:06:00,1,3,17,18,6,4
325,6,שי בשידור,רשת 13,75.0,5.9,2020-01-17 21:40:00,1,3,17,21,40,4
326,7,שישי עם אילה חסון,רשת 13,104.0,5.6,2020-01-17 19:56:00,1,3,17,19,56,4
327,8,שישי - סיכום שבוע,רשת 13,26.0,4.4,2020-01-17 19:30:00,1,3,17,19,30,4
328,9,שישי בבוקר עם גלית ויואב - עונה 2,קשת 12,182.0,4.4,2020-01-17 06:57:00,1,3,17,6,57,4
329,10,איזה צחוק עם אבי נוסבאום ש.ח,קשת 12,93.0,3.8,2020-01-17 00:00:00,1,3,17,0,0,4
330,11,גלית ואילנית - עונה 2,קשת 12,115.0,3.6,2020-01-17 15:58:00,1,3,17,15,58,4
331,12,העולם הבוקר,רשת 13,180.0,3.2,2020-01-17 07:00:00,1,3,17,7,0,4
332,13,המסע המופלא של אהרוני וגידי עונה 3 ש.ח,רשת 13,53.0,3.1,2020-01-17 18:37:00,1,3,17,18,37,4
333,14,כמעט שבת שלום,קשת 12,55.0,2.7,2020-01-17 10:06:00,1,3,17,10,6,4
334,15,גלית ואילנית - עונה 2 ש.ח,קשת 12,26.0,2.7,2020-01-17 01:33:00,1,3,17,1,33,4
335,16,פותחים שישי,רשת 13,53.0,2.5,2020-01-17 09:59:00,1,3,17,9,59,4
336,17,מבשלים עם קשת : שף עומר מילר ש.ח,קשת 12,36.0,2.5,2020-01-17 11:01:00,1,3,17,11,1,4
338,19,האח הגדול 2020 ש.ח,רשת 13,53.0,2.2,2020-01-17 01:06:00,1,3,17,1,6,4
339,20,העולם הבוקר - רגע לפני,רשת 13,45.0,2.2,2020-01-17 06:15:00,1,3,17,6,15,4
340,1,הכוכב הבא לאירוויזיון 2020,קשת 12,99.0,18.6,2020-01-18 21:17:00,1,3,18,21,17,5
341,2,חדשות שבת 12,קשת 12,82.0,16.4,2020-01-18 19:56:00,1,3,18,19,56,5
342,3,האח הגדול 2020 - הדחה,רשת 13,96.0,13.9,2020-01-18 21:20:00,1,3,18,21,20,5
343,4,אנשים עונה 16,קשת 12,32.0,11.0,2020-01-18 22:59:00,1,3,18,22,59,5
344,5,פגוש את העיתונות 12,קשת 12,44.0,11.0,2020-01-18 19:08:00,1,3,18,19,8,5
345,6,מהדורת השבת עם הילה קורח,רשת 13,83.0,9.7,2020-01-18 19:57:00,1,3,18,19,57,5
346,7,גב האומה עונה 11,רשת 13,29.0,8.0,2020-01-18 22:56:00,1,3,18,22,56,5
347,8,המטה המרכזי,רשת 13,45.0,7.0,2020-01-18 19:08:00,1,3,18,19,8,5
348,9,ארץ נהדרת עונה 17 ש.ח,קשת 12,92.0,6.5,2020-01-18 17:21:00,1,3,18,17,21,5
349,10,נפלת חזק עונה 2 ש.ח,רשת 13,31.0,4.5,2020-01-18 23:28:00,1,3,18,23,28,5
350,11,סדר עולמי השבוע 12,קשת 12,25.0,3.9,2020-01-18 16:51:00,1,3,18,16,51,5
351,12,ערב טוב עם גיא פינס - קשת עונה 2 לקט ש.ח,קשת 12,45.0,3.3,2020-01-18 23:47:00,1,3,18,23,47,5
352,13,הכוכב הבא לאירוויזיון 2020 ש.ח,קשת 12,51.0,3.2,2020-01-18 15:53:00,1,3,18,15,53,5
353,14,משחקי השף עונה 4 ש.ח,רשת 13,150.0,2.9,2020-01-18 16:07:00,1,3,18,16,7,5
354,15,האח הגדול 2020 ש.ח,רשת 13,77.0,2.5,2020-01-18 14:46:00,1,3,18,14,46,5
355,16,שי בשידור ש.ח,רשת 13,81.0,2.3,2020-01-18 00:05:00,1,3,18,0,5,5
356,17,הכוכב הבא לאירוויזיון 2020 ש.ח,קשת 12,87.0,2.2,2020-01-18 14:26:00,1,3,18,14,26,5
357,18,האח הגדול 2020 ש.ח,רשת 13,38.0,2.1,2020-01-18 02:00:00,1,3,18,2,0,5
358,19,אולפן שישי - הכתבות,קשת 12,61.0,1.9,2020-01-18 00:45:00,1,3,18,0,45,5
360,1,הכוכב הבא לאירוויזיון 2020,קשת 12,109.0,17.3,2020-01-19 21:14:00,1,3,19,21,14,6
361,2,חדשות 12,קשת 12,78.0,17.1,2020-01-19 19:56:00,1,3,19,19,56,6
362,3,משחקי השף עונה 4 - קרבות המטבח,רשת 13,69.0,11.9,2020-01-19 21:24:00,1,3,19,21,24,6
363,4,תכנית חיסכון 12,קשת 12,30.0,11.7,2020-01-19 19:23:00,1,3,19,19,23,6
364,5,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,31.0,11.2,2020-01-19 18:46:00,1,3,19,18,46,6
365,6,חדשות 13,רשת 13,87.0,9.8,2020-01-19 19:56:00,1,3,19,19,56,6
366,7,שש עם עודד בן עמי 12,קשת 12,49.0,9.1,2020-01-19 17:57:00,1,3,19,17,57,6
367,8,חי בלילה עונה 12,קשת 12,28.0,8.0,2020-01-19 23:11:00,1,3,19,23,11,6
368,9,חמש עם רפי רשף 12,קשת 12,55.0,7.8,2020-01-19 16:59:00,1,3,19,16,59,6
369,10,הצינור,רשת 13,36.0,7.3,2020-01-19 22:37:00,1,3,19,22,37,6
370,11,לפני החדשות,רשת 13,43.0,7.1,2020-01-19 18:45:00,1,3,19,18,45,6
371,12,שווה כסף,רשת 13,25.0,6.6,2020-01-19 19:27:00,1,3,19,19,27,6
372,13,מהדורה ראשונה 12,קשת 12,52.0,6.4,2020-01-19 16:07:00,1,3,19,16,7,6
373,14,שש - אמנון לוי,רשת 13,51.0,5.5,2020-01-19 17:53:00,1,3,19,17,53,6
374,15,היום שהיה עם טל ברמן,רשת 13,33.0,5.2,2020-01-19 23:13:00,1,3,19,23,13,6
375,16,העולם הבוקר,רשת 13,120.0,4.6,2020-01-19 07:00:00,1,3,19,7,0,6
376,17,סבריי מרנן עונה 4 ש.ח,קשת 12,24.0,3.9,2020-01-19 15:36:00,1,3,19,15,36,6
377,18,חברות עונה 2 ש.ח,רשת 13,32.0,3.7,2020-01-19 23:46:00,1,3,19,23,46,6
378,19,פותחים יום,רשת 13,114.0,3.4,2020-01-19 09:00:00,1,3,19,9,0,6
379,20,סבריי מרנן עונה 4 ש.ח,קשת 12,26.0,3.4,2020-01-19 15:10:00,1,3,19,15,10,6
380,1,הכוכב הבא לאירוויזיון 2020,קשת 12,40.0,19.1,2020-01-20 21:14:00,1,4,20,21,14,0
382,3,חדשות 12,קשת 12,78.0,15.9,2020-01-20 19:56:00,1,4,20,19,56,0
383,4,תכנית חיסכון 12,קשת 12,27.0,12.5,2020-01-20 19:26:00,1,4,20,19,26,0
384,5,משחקי השף עונה 4 - קרבות המטבח,רשת 13,101.0,10.5,2020-01-20 21:20:00,1,4,20,21,20,0
385,6,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,33.0,10.3,2020-01-20 18:47:00,1,4,20,18,47,0
386,7,שש עם עודד בן עמי 12,קשת 12,50.0,9.7,2020-01-20 17:56:00,1,4,20,17,56,0
387,8,חי בלילה עונה 12,קשת 12,27.0,8.3,2020-01-20 23:09:00,1,4,20,23,9,0
388,9,הצינור,רשת 13,21.0,8.2,2020-01-20 23:00:00,1,4,20,23,0,0
389,10,חמש עם רפי רשף 12,קשת 12,56.0,8.2,2020-01-20 16:59:00,1,4,20,16,59,0
390,11,חדשות 13,רשת 13,83.0,7.8,2020-01-20 19:56:00,1,4,20,19,56,0
391,12,לפני החדשות,רשת 13,42.0,7.2,2020-01-20 18:45:00,1,4,20,18,45,0
392,13,מהדורה ראשונה 12,קשת 12,52.0,6.5,2020-01-20 16:07:00,1,4,20,16,7,0
393,14,שווה כסף,רשת 13,25.0,6.3,2020-01-20 19:27:00,1,4,20,19,27,0
394,15,שש - אמנון לוי,רשת 13,52.0,5.2,2020-01-20 17:54:00,1,4,20,17,54,0
395,16,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,121.0,4.9,2020-01-20 06:59:00,1,4,20,6,59,0
396,17,היום שהיה עם טל ברמן,רשת 13,24.0,4.3,2020-01-20 23:34:00,1,4,20,23,34,0
397,18,סבריי מרנן עונה 4 ש.ח,קשת 12,24.0,4.1,2020-01-20 15:36:00,1,4,20,15,36,0
398,19,ערב טוב עם גיא פינס - קשת עונה 2 ש.ח,קשת 12,31.0,4.0,2020-01-20 00:12:00,1,4,20,0,12,0
399,20,סבריי מרנן עונה 4 ש.ח,קשת 12,24.0,3.9,2020-01-20 15:11:00,1,4,20,15,11,0
400,1,חדשות 12,קשת 12,85.0,17.9,2020-01-21 19:57:00,1,4,21,19,57,1
401,2,מועדון לילה עונה 7,קשת 12,84.0,17.6,2020-01-21 21:21:00,1,4,21,21,21,1
402,3,תכנית חיסכון 12,קשת 12,29.0,13.3,2020-01-21 19:25:00,1,4,21,19,25,1
403,4,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,31.0,11.7,2020-01-21 18:48:00,1,4,21,18,48,1
404,5,שנות ה-80 עונה 5,רשת 13,39.0,10.7,2020-01-21 21:20:00,1,4,21,21,20,1
406,7,שש עם עודד בן עמי 12,קשת 12,50.0,9.3,2020-01-21 17:58:00,1,4,21,17,58,1
407,8,שנות ה-80 עונה 4 ש.ח,רשת 13,42.0,8.6,2020-01-21 22:00:00,1,4,21,22,0,1
408,9,לפני החדשות,רשת 13,43.0,8.4,2020-01-21 18:45:00,1,4,21,18,45,1
409,10,חדשות 13,רשת 13,84.0,8.1,2020-01-21 19:57:00,1,4,21,19,57,1
410,11,שווה כסף,רשת 13,24.0,8.0,2020-01-21 19:28:00,1,4,21,19,28,1
411,12,הצינור,רשת 13,31.0,7.4,2020-01-21 22:42:00,1,4,21,22,42,1
412,13,חמש עם רפי רשף 12,קשת 12,56.0,7.2,2020-01-21 16:59:00,1,4,21,16,59,1
413,14,שש - אמנון לוי,רשת 13,50.0,7.1,2020-01-21 17:54:00,1,4,21,17,54,1
414,15,חי בלילה עונה 12,קשת 12,21.0,7.0,2020-01-21 23:21:00,1,4,21,23,21,1
415,16,מהדורה ראשונה 12,קשת 12,52.0,5.7,2020-01-21 16:07:00,1,4,21,16,7,1
416,17,היום שהיה עם טל ברמן,רשת 13,31.0,5.1,2020-01-21 23:16:00,1,4,21,23,16,1
417,18,החדשות עם יעקב אילון,רשת 13,53.0,4.9,2020-01-21 16:58:00,1,4,21,16,58,1
418,19,ערב טוב עם גיא פינס - קשת עונה 2 ש.ח,קשת 12,28.0,4.9,2020-01-21 23:54:00,1,4,21,23,54,1
419,20,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,121.0,4.9,2020-01-21 06:58:00,1,4,21,6,58,1
420,1,חדשות 12,קשת 12,85.0,16.5,2020-01-22 19:57:00,1,4,22,19,57,2
421,2,ארץ נהדרת עונה 17,קשת 12,83.0,15.1,2020-01-22 21:22:00,1,4,22,21,22,2
422,3,האח הגדול 2020,רשת 13,101.0,12.7,2020-01-22 21:22:00,1,4,22,21,22,2
423,4,תכנית חיסכון 12,קשת 12,33.0,10.6,2020-01-22 19:20:00,1,4,22,19,20,2
424,5,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,29.0,9.7,2020-01-22 18:46:00,1,4,22,18,46,2
425,6,שש עם עודד בן עמי 12,קשת 12,49.0,9.7,2020-01-22 17:57:00,1,4,22,17,57,2
426,7,חדשות 13,רשת 13,86.0,9.1,2020-01-22 19:55:00,1,4,22,19,55,2
427,8,הצינור,רשת 13,38.0,8.5,2020-01-22 23:03:00,1,4,22,23,3,2
428,9,חי בלילה עונה 12,קשת 12,32.0,8.4,2020-01-22 22:45:00,1,4,22,22,45,2
429,10,חמש עם רפי רשף 12,קשת 12,56.0,8.1,2020-01-22 16:59:00,1,4,22,16,59,2
430,11,חדשות 13 - מוקדמת,רשת 13,25.0,6.9,2020-01-22 19:30:00,1,4,22,19,30,2
431,12,לפני החדשות,רשת 13,41.0,6.2,2020-01-22 18:45:00,1,4,22,18,45,2
432,13,מהדורה ראשונה 12,קשת 12,53.0,6.1,2020-01-22 16:06:00,1,4,22,16,6,2
433,14,היום שהיה עם טל ברמן,רשת 13,23.0,6.1,2020-01-22 23:40:00,1,4,22,23,40,2
434,15,שש - אמנון לוי,רשת 13,51.0,5.3,2020-01-22 17:54:00,1,4,22,17,54,2
435,16,סבריי מרנן עונה 4 ש.ח,קשת 12,24.0,4.5,2020-01-22 15:35:00,1,4,22,15,35,2
436,17,חברות עונה 2 ש.ח,רשת 13,34.0,4.4,2020-01-22 00:03:00,1,4,22,0,3,2
437,18,ערב טוב עם גיא פינס - קשת עונה 2 ש.ח,קשת 12,26.0,4.1,2020-01-22 23:31:00,1,4,22,23,31,2
438,19,העולם הבוקר,רשת 13,120.0,3.9,2020-01-22 07:00:00,1,4,22,7,0,2
439,20,פאולה וליאון עונה 2,קשת 12,90.0,3.8,2020-01-22 09:00:00,1,4,22,9,0,2
440,1,חדשות 12,קשת 12,94.0,15.6,2020-01-23 19:55:00,1,4,23,19,55,3
441,2,הכוכב הבא לאירוויזיון 2020,קשת 12,62.0,14.7,2020-01-23 21:30:00,1,4,23,21,30,3
442,3,האח הגדול 2020,רשת 13,73.0,12.1,2020-01-23 21:25:00,1,4,23,21,25,3
443,4,חדשות 12 - מוקדמת,קשת 12,30.0,10.0,2020-01-23 19:25:00,1,4,23,19,25,3
444,5,שש עם עודד בן עמי 12,קשת 12,49.0,9.1,2020-01-23 17:58:00,1,4,23,17,58,3
445,6,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,30.0,9.0,2020-01-23 18:47:00,1,4,23,18,47,3
446,7,חדשות 13,רשת 13,90.0,8.7,2020-01-23 19:55:00,1,4,23,19,55,3
447,8,חדשות 13 - מוקדמת,רשת 13,31.0,7.8,2020-01-23 19:23:00,1,4,23,19,23,3
448,9,זה לא הגיל עונה 2,קשת 12,38.0,7.6,2020-01-23 22:39:00,1,4,23,22,39,3
449,10,גב האומה עונה 11,רשת 13,39.0,7.6,2020-01-23 22:38:00,1,4,23,22,38,3
450,11,לפני החדשות,רשת 13,35.0,7.5,2020-01-23 18:45:00,1,4,23,18,45,3
451,12,חמש עם רפי רשף 12,קשת 12,54.0,7.2,2020-01-23 17:01:00,1,4,23,17,1,3
452,13,שש - אמנון לוי,רשת 13,50.0,6.7,2020-01-23 17:55:00,1,4,23,17,55,3
453,14,החדשות עם יעקב אילון,רשת 13,53.0,5.8,2020-01-23 16:58:00,1,4,23,16,58,3
455,16,היום שהיה עם טל ברמן,רשת 13,27.0,5.6,2020-01-23 23:17:00,1,4,23,23,17,3
456,17,רפי רשף אינטימי,קשת 12,32.0,5.6,2020-01-23 23:17:00,1,4,23,23,17,3
457,18,חברות עונה 2 ש.ח,רשת 13,24.0,4.8,2020-01-23 23:45:00,1,4,23,23,45,3
460,1,אולפן שישי 12,קשת 12,105.0,12.5,2020-01-24 19:56:00,1,4,24,19,56,4
461,2,סבריי מרנן עונה 6,קשת 12,32.0,11.2,2020-01-24 21:41:00,1,4,24,21,41,4
462,3,סבריי מרנן עונה 5 ש.ח,קשת 12,31.0,9.7,2020-01-24 22:13:00,1,4,24,22,13,4
463,4,אופירה וברקוביץ' - עונה 3,קשת 12,109.0,7.9,2020-01-24 18:05:00,1,4,24,18,5,4
464,5,מועדון לילה עונה 7 ש.ח,קשת 12,73.0,6.6,2020-01-24 22:44:00,1,4,24,22,44,4
465,6,שישי עם אילה חסון,רשת 13,105.0,5.8,2020-01-24 19:57:00,1,4,24,19,57,4
466,7,שי בשידור,רשת 13,74.0,5.7,2020-01-24 21:41:00,1,4,24,21,41,4
467,8,גלית ואילנית - עונה 2,קשת 12,114.0,5.3,2020-01-24 15:59:00,1,4,24,15,59,4
468,9,שישי - סיכום שבוע,רשת 13,27.0,4.6,2020-01-24 19:30:00,1,4,24,19,30,4
469,10,איזה צחוק עם אבי נוסבאום ש.ח,קשת 12,80.0,4.3,2020-01-24 23:57:00,1,4,24,23,57,4
470,11,שישי בבוקר עם גלית ויואב - עונה 2,קשת 12,183.0,4.1,2020-01-24 06:57:00,1,4,24,6,57,4
471,12,כמעט שבת שלום,קשת 12,52.0,4.0,2020-01-24 10:07:00,1,4,24,10,7,4
472,13,פותחים שישי,רשת 13,53.0,3.9,2020-01-24 10:00:00,1,4,24,10,0,4
473,14,מועדון לילה עונה 7 ש.ח,קשת 12,69.0,3.9,2020-01-24 14:51:00,1,4,24,14,51,4
474,15,העולם הבוקר,רשת 13,180.0,3.9,2020-01-24 07:00:00,1,4,24,7,0,4
475,16,המסע המופלא של אהרוני וגידי עונה 3 ש.ח,רשת 13,49.0,3.6,2020-01-24 18:40:00,1,4,24,18,40,4
477,18,שש עם גלית ויואב - עונה 2,קשת 12,42.0,2.9,2020-01-24 06:15:00,1,4,24,6,15,4
478,19,מבשלים עם קשת : שף עומר מילר ש.ח,קשת 12,38.0,2.8,2020-01-24 10:58:00,1,4,24,10,58,4
479,20,סודות מתוקים - קרין גורן,רשת 13,33.0,2.7,2020-01-24 18:08:00,1,4,24,18,8,4
480,1,הכוכב הבא לאירוויזיון 2020,קשת 12,94.0,18.1,2020-01-25 21:16:00,1,4,25,21,16,5
481,2,חדשות שבת 12,קשת 12,79.0,15.6,2020-01-25 19:57:00,1,4,25,19,57,5
482,3,האח הגדול 2020 - הדחה,רשת 13,87.0,15.3,2020-01-25 21:23:00,1,4,25,21,23,5
483,4,אנשים עונה 16,קשת 12,33.0,12.5,2020-01-25 22:50:00,1,4,25,22,50,5
484,5,פגוש את העיתונות 12,קשת 12,47.0,11.2,2020-01-25 19:06:00,1,4,25,19,6,5
485,6,גב האומה עונה 11,רשת 13,25.0,9.0,2020-01-25 22:51:00,1,4,25,22,51,5
486,7,מהדורת השבת עם הילה קורח,רשת 13,87.0,8.8,2020-01-25 19:56:00,1,4,25,19,56,5
487,8,ארץ נהדרת עונה 17 ש.ח,קשת 12,76.0,6.4,2020-01-25 17:38:00,1,4,25,17,38,5
488,9,המטה המרכזי,רשת 13,46.0,6.3,2020-01-25 19:06:00,1,4,25,19,6,5
489,10,ערב טוב עם גיא פינס - קשת עונה 2 לקט ש.ח,קשת 12,48.0,5.0,2020-01-25 23:38:00,1,4,25,23,38,5
490,11,נפלת חזק עונה 2 ש.ח,רשת 13,32.0,4.6,2020-01-25 23:18:00,1,4,25,23,18,5
491,12,סדר עולמי השבוע 12,קשת 12,26.0,4.4,2020-01-25 17:12:00,1,4,25,17,12,5
492,13,אולפן שישי - הכתבות,קשת 12,62.0,3.0,2020-01-25 00:36:00,1,4,25,0,36,5
493,14,הכוכב הבא לאירוויזיון 2020 ש.ח,קשת 12,138.0,3.0,2020-01-25 14:36:00,1,4,25,14,36,5
494,15,שי בשידור ש.ח,רשת 13,77.0,2.4,2020-01-25 23:50:00,1,4,25,23,50,5
496,17,גלית ואילנית - עונה 2 ש.ח,קשת 12,108.0,2.2,2020-01-25 11:10:00,1,4,25,11,10,5
497,18,משחקי השף עונה 4 ש.ח,רשת 13,150.0,2.0,2020-01-25 16:11:00,1,4,25,16,11,5
498,19,אופירה וברקוביץ' - עונה 3 ש.ח,קשת 12,121.0,2.0,2020-01-25 09:08:00,1,4,25,9,8,5
499,20,כמעט שבת שלום ש.ח,קשת 12,22.0,2.0,2020-01-25 01:38:00,1,4,25,1,38,5
500,1,הכוכב הבא לאירוויזיון 2020,קשת 12,99.0,18.0,2020-01-26 21:19:00,1,4,26,21,19,6
501,2,חדשות 12,קשת 12,82.0,16.9,2020-01-26 19:56:00,1,4,26,19,56,6
502,3,תכנית חיסכון 12,קשת 12,33.0,13.8,2020-01-26 19:20:00,1,4,26,19,20,6
503,4,משחקי השף עונה 4 - קרבות המטבח,רשת 13,87.0,11.2,2020-01-26 21:22:00,1,4,26,21,22,6
504,5,חי בלילה עונה 12,קשת 12,30.0,10.8,2020-01-26 22:57:00,1,4,26,22,57,6
505,6,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,29.0,9.9,2020-01-26 18:46:00,1,4,26,18,46,6
506,7,חדשות 13,רשת 13,86.0,8.6,2020-01-26 19:56:00,1,4,26,19,56,6
507,8,שש עם עודד בן עמי 12,קשת 12,50.0,8.0,2020-01-26 17:56:00,1,4,26,17,56,6
508,9,הצינור,רשת 13,31.0,7.8,2020-01-26 22:48:00,1,4,26,22,48,6
509,10,חמש עם רפי רשף 12,קשת 12,55.0,7.2,2020-01-26 16:58:00,1,4,26,16,58,6
510,11,שווה כסף,רשת 13,24.0,6.8,2020-01-26 19:27:00,1,4,26,19,27,6
