,Ranking,TV_Show,Channel,Duration,Ranking_Percent,Datetime,Month,Week,Day,Hour,Minute,Day_of_week
8251,12,חי בלילה עונה 12,קשת 12,31.0,6.1,2021-02-16 23:12:00,2,7,16,23,12,1
8252,13,שש - אמנון לוי,רשת 13,66.0,6.1,2021-02-16 17:53:00,2,7,16,17,53,1
8253,14,שלוש עם עופר חדד,קשת 12,47.0,5.1,2021-02-16 15:11:00,2,7,16,15,11,1
8254,15,הבתים היפים בישראל ש.ח,קשת 12,29.0,4.4,2021-02-16 23:43:00,2,7,16,23,43,1
8255,16,חמש עם שרון גל,רשת 13,61.0,4.3,2021-02-16 16:50:00,2,7,16,16,50,1
8256,17,העולם הבוקר,רשת 13,180.0,4.1,2021-02-16 07:00:00,2,7,16,7,0,1
8257,18,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,150.0,4.1,2021-02-16 07:00:00,2,7,16,7,0,1
8258,19,הכול כלול עונה 2,רשת 13,43.0,3.7,2021-02-16 16:07:00,2,7,16,16,7,1
8259,20,ישראל עכשיו עם גלית ויואב,קשת 12,120.0,3.4,2021-02-16 12:59:00,2,7,16,12,59,1
8260,1,חדשות 12,קשת 12,95.0,18.9,2021-02-17 19:55:00,2,7,17,19,55,2
8261,2,ארץ נהדרת עונה 18,קשת 12,67.0,16.8,2021-02-17 21:42:00,2,7,17,21,42,2
8262,3,האח הגדול 2021,רשת 13,112.0,16.7,2021-02-17 21:36:00,2,7,17,21,36,2
8263,4,תכנית חיסכון 12,קשת 12,46.0,15.0,2021-02-17 19:05:00,2,7,17,19,5,2
8264,5,שש עם עודד בן עמי 12,קשת 12,64.0,11.9,2021-02-17 17:55:00,2,7,17,17,55,2
8265,6,חמש עם רפי רשף 12,קשת 12,54.0,11.5,2021-02-17 16:59:00,2,7,17,16,59,2
8266,7,חדשות 13,רשת 13,95.0,10.9,2021-02-17 19:54:00,2,7,17,19,54,2
8267,8,מהדורה ראשונה 12,קשת 12,51.0,9.6,2021-02-17 16:08:00,2,7,17,16,8,2
8268,9,הצינור,רשת 13,29.0,9.1,2021-02-17 23:30:00,2,7,17,23,30,2
8269,10,שלוש עם עופר חדד,קשת 12,48.0,8.4,2021-02-17 15:10:00,2,7,17,15,10,2
8270,11,חדשות 13 - מוקדמת,רשת 13,41.0,8.0,2021-02-17 19:11:00,2,7,17,19,11,2
8271,12,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,33.0,7.9,2021-02-17 22:56:00,2,7,17,22,56,2
8272,13,שש - אמנון לוי,רשת 13,66.0,7.4,2021-02-17 17:53:00,2,7,17,17,53,2
8273,14,חי בלילה עונה 12,קשת 12,32.0,6.5,2021-02-17 23:28:00,2,7,17,23,28,2
8274,15,היום שהיה עם טל ברמן,רשת 13,21.0,6.0,2021-02-17 00:00:00,2,7,17,0,0,2
8275,16,חמש עם שרון גל,רשת 13,61.0,6.0,2021-02-17 16:50:00,2,7,17,16,50,2
8276,17,ישראל עכשיו עם גלית ויואב,קשת 12,113.0,5.6,2021-02-17 13:06:00,2,7,17,13,6,2
8277,18,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,150.0,5.5,2021-02-17 07:00:00,2,7,17,7,0,2
8278,19,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית - ש.ח,קשת 12,32.0,5.0,2021-02-17 11:28:00,2,7,17,11,28,2
8279,20,חדשות היום עם אלמוג בוקר,רשת 13,59.0,4.9,2021-02-17 14:59:00,2,7,17,14,59,2
8280,1,חדשות 12,קשת 12,96.0,15.7,2021-02-18 19:56:00,2,7,18,19,56,3
8281,2,האח הגדול 2021,רשת 13,90.0,14.6,2021-02-18 21:33:00,2,7,18,21,33,3
8282,3,עובדה 2021,קשת 12,62.0,13.2,2021-02-18 21:36:00,2,7,18,21,36,3
8283,4,תכנית חיסכון 12,קשת 12,44.0,11.9,2021-02-18 19:07:00,2,7,18,19,7,3
8284,5,שש עם עודד בן עמי 12,קשת 12,64.0,10.2,2021-02-18 17:55:00,2,7,18,17,55,3
8285,6,הצינור,רשת 13,28.0,9.8,2021-02-18 23:04:00,2,7,18,23,4,3
8286,7,חדשות 13,רשת 13,94.0,9.4,2021-02-18 19:55:00,2,7,18,19,55,3
8287,8,חמש עם רפי רשף 12,קשת 12,53.0,7.9,2021-02-18 16:59:00,2,7,18,16,59,3
8288,9,רפי רשף אינטימי,קשת 12,35.0,7.6,2021-02-18 22:58:00,2,7,18,22,58,3
8289,10,שש - אמנון לוי,רשת 13,64.0,6.3,2021-02-18 17:53:00,2,7,18,17,53,3
8290,11,שלוש עם עופר חדד,קשת 12,48.0,6.2,2021-02-18 15:10:00,2,7,18,15,10,3
8291,12,לפני החדשות,רשת 13,43.0,6.2,2021-02-18 19:09:00,2,7,18,19,9,3
8292,13,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,150.0,6.0,2021-02-18 07:00:00,2,7,18,7,0,3
8293,14,היום שהיה עם טל ברמן,רשת 13,30.0,5.8,2021-02-18 23:31:00,2,7,18,23,31,3
8294,15,מהדורה ראשונה 12,קשת 12,51.0,5.7,2021-02-18 16:09:00,2,7,18,16,9,3
8295,16,חמש עם שרון גל,רשת 13,61.0,5.5,2021-02-18 16:50:00,2,7,18,16,50,3
8296,17,נקסט עם דרור גלוברמן עונה 2,קשת 12,32.0,5.4,2021-02-18 23:33:00,2,7,18,23,33,3
8297,18,מאסטר שף עונה 9 ש.ח,קשת 12,77.0,4.9,2021-02-18 13:42:00,2,7,18,13,42,3
8298,19,העולם הבוקר,רשת 13,180.0,4.8,2021-02-18 07:00:00,2,7,18,7,0,3
8300,1,זה לא אולפן שישי,קשת 12,27.0,15.6,2021-02-19 21:58:00,2,7,19,21,58,4
8301,2,אולפן שישי 12,קשת 12,122.0,15.0,2021-02-19 19:56:00,2,7,19,19,56,4
8302,3,אופירה וברקוביץ' - עונה 3,קשת 12,115.0,9.3,2021-02-19 18:00:00,2,7,19,18,0,4
8303,4,משיח עונה 2,קשת 12,43.0,8.2,2021-02-19 22:36:00,2,7,19,22,36,4
8304,5,שי בשידור,רשת 13,71.0,7.0,2021-02-19 21:44:00,2,7,19,21,44,4
8305,6,שישי בחמש עם גדעון אוקו,קשת 12,50.0,6.7,2021-02-19 17:10:00,2,7,19,17,10,4
8306,7,שישי עם אילה חסון,רשת 13,109.0,6.6,2021-02-19 19:56:00,2,7,19,19,56,4
8307,8,המגזין עם נגה ניר נאמן,רשת 13,47.0,4.7,2021-02-19 19:08:00,2,7,19,19,8,4
8308,9,לעוף על המיליון - עונה 6 ש.ח,רשת 13,61.0,4.6,2021-02-19 22:58:00,2,7,19,22,58,4
8309,10,שישי בבוקר עם גלית ויואב - עונה 2,קשת 12,179.0,4.5,2021-02-19 07:00:00,2,7,19,7,0,4
8310,11,השוטרים ש.ח,קשת 12,63.0,4.3,2021-02-19 23:19:00,2,7,19,23,19,4
8311,12,גלית ואילנית - עונה 2,קשת 12,114.0,4.1,2021-02-19 15:00:00,2,7,19,15,0,4
8312,13,חמש - מהדורת שישי,רשת 13,112.0,4.0,2021-02-19 17:06:00,2,7,19,17,6,4
8313,14,העולם הבוקר,רשת 13,179.0,3.4,2021-02-19 07:00:00,2,7,19,7,0,4
8314,15,פותחים שישי,רשת 13,118.0,3.2,2021-02-19 10:00:00,2,7,19,10,0,4
8315,16,כמעט שבת שלום,קשת 12,61.0,3.1,2021-02-19 10:07:00,2,7,19,10,7,4
8316,17,מאסטר שף עונה 9 ש.ח,קשת 12,72.0,3.1,2021-02-19 13:48:00,2,7,19,13,48,4
8317,18,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית לקט ש.ח,קשת 12,41.0,3.0,2021-02-19 00:21:00,2,7,19,0,21,4
8319,20,רפי רשף אינטימי ש.ח,קשת 12,39.0,2.5,2021-02-19 13:08:00,2,7,19,13,8,4
8320,1,האח הגדול 2021,רשת 13,111.0,16.6,2021-02-20 21:35:00,2,7,20,21,35,5
8321,2,חדשות שבת 12,קשת 12,95.0,16.4,2021-02-20 19:54:00,2,7,20,19,54,5
8322,3,מאסטר שף עונה 9,קשת 12,85.0,14.9,2021-02-20 21:36:00,2,7,20,21,36,5
8323,4,פגוש את העיתונות 12,קשת 12,41.0,12.1,2021-02-20 19:10:00,2,7,20,19,10,5
8324,5,מהדורת השבת עם הילה קורח,רשת 13,92.0,10.2,2021-02-20 19:54:00,2,7,20,19,54,5
8325,6,פגוש את העיתונות 12 - מהדורה מוקדמת,קשת 12,53.0,8.9,2021-02-20 18:07:00,2,7,20,18,7,5
8326,7,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,27.0,8.2,2021-02-20 23:01:00,2,7,20,23,1,5
8327,8,המטה המרכזי,רשת 13,41.0,7.0,2021-02-20 19:10:00,2,7,20,19,10,5
8328,9,זה לא אולפן שישי ש.ח,קשת 12,37.0,6.9,2021-02-20 23:29:00,2,7,20,23,29,5
8329,10,סדר עולמי השבוע 12,קשת 12,45.0,5.4,2021-02-20 17:14:00,2,7,20,17,14,5
8330,11,מאחורי הכסף,רשת 13,36.0,4.8,2021-02-20 23:32:00,2,7,20,23,32,5
8331,12,מיוחד-נגיף הקורונה - ערב מוקדמת ע.13,רשת 13,52.0,4.7,2021-02-20 18:08:00,2,7,20,18,8,5
8332,13,ארץ נהדרת עונה 18 ש.ח,קשת 12,62.0,3.7,2021-02-20 15:52:00,2,7,20,15,52,5
8333,14,המסע המופלא של אהרוני וגידי עונה 5 ש.ח,רשת 13,53.0,3.1,2021-02-20 17:06:00,2,7,20,17,6,5
8334,15,אולפן שישי - הכתבות,קשת 12,50.0,3.0,2021-02-20 00:14:00,2,7,20,0,14,5
8337,18,סטנד אפ NATION ש.ח,רשת 13,61.0,2.0,2021-02-20 00:20:00,2,7,20,0,20,5
8338,19,האח הגדול 2021 ש.ח,רשת 13,95.0,1.8,2021-02-20 13:56:00,2,7,20,13,56,5
8339,20,האח הגדול 2021 ש.ח,רשת 13,81.0,1.8,2021-02-20 15:38:00,2,7,20,15,38,5
8340,1,מאסטר שף עונה 9,קשת 12,50.0,17.6,2021-02-21 21:47:00,2,7,21,21,47,6
8341,2,חדשות 12,קשת 12,104.0,16.3,2021-02-21 19:55:00,2,7,21,19,55,6
8342,3,האח הגדול 2021,רשת 13,32.0,14.8,2021-02-21 21:38:00,2,7,21,21,38,6
8343,4,האח הגדול 2021 - חושפים את הכול,רשת 13,42.0,12.2,2021-02-21 22:09:00,2,7,21,22,9,6
8344,5,תכנית חיסכון 12,קשת 12,44.0,11.4,2021-02-21 19:08:00,2,7,21,19,8,6
8345,6,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,31.0,11.1,2021-02-21 22:38:00,2,7,21,22,38,6
8346,7,הצינור,רשת 13,31.0,9.9,2021-02-21 22:52:00,2,7,21,22,52,6
8347,8,חדשות 13,רשת 13,94.0,8.4,2021-02-21 19:55:00,2,7,21,19,55,6
8348,9,שש עם עודד בן עמי 12,קשת 12,64.0,8.0,2021-02-21 17:55:00,2,7,21,17,55,6
8349,10,חמש עם רפי רשף 12,קשת 12,54.0,7.2,2021-02-21 16:59:00,2,7,21,16,59,6
8350,11,חי בלילה עונה 12,קשת 12,34.0,6.8,2021-02-21 23:14:00,2,7,21,23,14,6
8351,12,לפני החדשות,רשת 13,43.0,6.7,2021-02-21 19:09:00,2,7,21,19,9,6
8352,13,היום שהיה עם טל ברמן,רשת 13,35.0,6.6,2021-02-21 23:22:00,2,7,21,23,22,6
8353,14,מהדורה ראשונה 12,קשת 12,51.0,6.0,2021-02-21 16:08:00,2,7,21,16,8,6
8354,15,שש - אמנון לוי,רשת 13,65.0,5.7,2021-02-21 17:53:00,2,7,21,17,53,6
8355,16,שלוש עם עופר חדד,קשת 12,48.0,5.6,2021-02-21 15:11:00,2,7,21,15,11,6
8356,17,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,151.0,4.8,2021-02-21 07:00:00,2,7,21,7,0,6
8357,18,שנות ה-80 עונה 4 ש.ח,רשת 13,39.0,4.7,2021-02-21 23:58:00,2,7,21,23,58,6
8358,19,סבריי מרנן עונה 4 ש.ח,קשת 12,25.0,4.3,2021-02-21 12:35:00,2,7,21,12,35,6
8359,20,ישראל עכשיו עם גלית ויואב,קשת 12,120.0,4.1,2021-02-21 12:59:00,2,7,21,12,59,6
8360,1,חדשות 12,קשת 12,89.0,16.0,2021-02-22 19:55:00,2,8,22,19,55,0
8361,2,השוטרים,קשת 12,70.0,14.3,2021-02-22 21:34:00,2,8,22,21,34,0
8362,3,תכנית חיסכון 12,קשת 12,43.0,11.6,2021-02-22 19:08:00,2,8,22,19,8,0
8364,5,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,34.0,9.6,2021-02-22 22:51:00,2,8,22,22,51,0
8365,6,שש עם עודד בן עמי 12,קשת 12,64.0,9.5,2021-02-22 17:55:00,2,8,22,17,55,0
8366,7,חדשות 13,רשת 13,95.0,8.1,2021-02-22 19:55:00,2,8,22,19,55,0
8367,8,חמש עם רפי רשף 12,קשת 12,54.0,6.9,2021-02-22 16:59:00,2,8,22,16,59,0
8368,9,הצינור,רשת 13,26.0,6.8,2021-02-22 23:05:00,2,8,22,23,5,0
8369,10,לפני החדשות,רשת 13,41.0,6.3,2021-02-22 19:09:00,2,8,22,19,9,0
8370,11,שש - אמנון לוי,רשת 13,66.0,6.0,2021-02-22 17:53:00,2,8,22,17,53,0
8371,12,חי בלילה עונה 12,קשת 12,30.0,5.4,2021-02-22 23:25:00,2,8,22,23,25,0
8372,13,מהדורה ראשונה 12,קשת 12,51.0,4.7,2021-02-22 16:07:00,2,8,22,16,7,0
8373,14,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,150.0,4.6,2021-02-22 06:59:00,2,8,22,6,59,0
8374,15,היום שהיה עם טל ברמן,רשת 13,33.0,4.6,2021-02-22 23:37:00,2,8,22,23,37,0
8375,16,חמש עם שרון גל,רשת 13,60.0,4.2,2021-02-22 16:50:00,2,8,22,16,50,0
8376,17,שלוש עם עופר חדד,קשת 12,47.0,4.0,2021-02-22 15:11:00,2,8,22,15,11,0
8377,18,ישראל עכשיו עם גלית ויואב,קשת 12,120.0,3.7,2021-02-22 13:00:00,2,8,22,13,0,0
8378,19,שנות ה-80 עונה 4 ש.ח,רשת 13,29.0,3.6,2021-02-22 00:17:00,2,8,22,0,17,0
8379,20,כותרות הבוקר עם ניב רסקין עונה 2,קשת 12,38.0,3.5,2021-02-22 06:22:00,2,8,22,6,22,0
8380,1,מאסטר שף עונה 9,קשת 12,63.0,19.2,2021-02-23 21:44:00,2,8,23,21,44,1
8381,2,חדשות 12,קשת 12,100.0,17.6,2021-02-23 19:55:00,2,8,23,19,55,1
8382,3,תכנית חיסכון 12,קשת 12,42.0,14.4,2021-02-23 19:09:00,2,8,23,19,9,1
8383,4,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,30.0,10.9,2021-02-23 22:55:00,2,8,23,22,55,1
8384,5,שש עם עודד בן עמי 12,קשת 12,64.0,10.9,2021-02-23 17:56:00,2,8,23,17,56,1
8386,7,חמש עם רפי רשף 12,קשת 12,56.0,9.7,2021-02-23 16:58:00,2,8,23,16,58,1
8387,8,חדשות 13,רשת 13,84.0,9.4,2021-02-23 19:55:00,2,8,23,19,55,1
8388,9,סטנד אפ NATION,רשת 13,57.0,7.6,2021-02-23 21:51:00,2,8,23,21,51,1
8389,10,מהדורה ראשונה 12,קשת 12,49.0,7.4,2021-02-23 16:08:00,2,8,23,16,8,1
8390,11,לפני החדשות,רשת 13,42.0,6.4,2021-02-23 19:09:00,2,8,23,19,9,1
8391,12,חי בלילה עונה 12,קשת 12,32.0,5.9,2021-02-23 23:26:00,2,8,23,23,26,1
8392,13,שש - אמנון לוי,רשת 13,65.0,5.8,2021-02-23 17:53:00,2,8,23,17,53,1
8393,14,שלוש עם עופר חדד,קשת 12,49.0,5.3,2021-02-23 15:09:00,2,8,23,15,9,1
8394,15,היום שהיה עם טל ברמן,רשת 13,22.0,5.1,2021-02-23 23:11:00,2,8,23,23,11,1
8395,16,חמש עם שרון גל,רשת 13,60.0,4.1,2021-02-23 16:50:00,2,8,23,16,50,1
8396,17,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,150.0,4.1,2021-02-23 07:00:00,2,8,23,7,0,1
8397,18,העולם הבוקר,רשת 13,180.0,3.9,2021-02-23 06:59:00,2,8,23,6,59,1
8398,19,ישראל עכשיו עם גלית ויואב,קשת 12,120.0,3.7,2021-02-23 12:59:00,2,8,23,12,59,1
8399,20,הכול כלול עונה 2,רשת 13,41.0,3.5,2021-02-23 16:09:00,2,8,23,16,9,1
8400,1,ארץ נהדרת עונה 18,קשת 12,72.0,17.0,2021-02-24 21:38:00,2,8,24,21,38,2
8401,2,חדשות 12,קשת 12,92.0,15.3,2021-02-24 19:55:00,2,8,24,19,55,2
8402,3,האח הגדול 2021,רשת 13,104.0,15.0,2021-02-24 21:38:00,2,8,24,21,38,2
8403,4,תכנית חיסכון 12,קשת 12,43.0,10.8,2021-02-24 19:08:00,2,8,24,19,8,2
8404,5,הצינור,רשת 13,30.0,9.5,2021-02-24 23:24:00,2,8,24,23,24,2
8405,6,חדשות 13,רשת 13,94.0,9.1,2021-02-24 19:55:00,2,8,24,19,55,2
8406,7,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,31.0,8.2,2021-02-24 22:57:00,2,8,24,22,57,2
8407,8,שש עם עודד בן עמי 12,קשת 12,64.0,7.6,2021-02-24 17:55:00,2,8,24,17,55,2
8408,9,חמש עם רפי רשף 12,קשת 12,53.0,7.1,2021-02-24 16:59:00,2,8,24,16,59,2
8409,10,היום שהיה עם טל ברמן,רשת 13,22.0,6.4,2021-02-24 23:56:00,2,8,24,23,56,2
8410,11,לפני החדשות,רשת 13,40.0,6.4,2021-02-24 19:10:00,2,8,24,19,10,2
8411,12,חי בלילה עונה 12,קשת 12,30.0,6.2,2021-02-24 23:27:00,2,8,24,23,27,2
8412,13,מהדורה ראשונה 12,קשת 12,51.0,6.0,2021-02-24 16:09:00,2,8,24,16,9,2
8413,14,שש - אמנון לוי,רשת 13,66.0,5.8,2021-02-24 17:52:00,2,8,24,17,52,2
8414,15,שלוש עם עופר חדד,קשת 12,49.0,5.1,2021-02-24 15:10:00,2,8,24,15,10,2
8415,16,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,150.0,5.0,2021-02-24 07:00:00,2,8,24,7,0,2
8416,17,ישראל עכשיו עם גלית ויואב,קשת 12,120.0,4.3,2021-02-24 13:00:00,2,8,24,13,0,2
8417,18,פאולה וליאון עונה 2,קשת 12,119.0,4.1,2021-02-24 09:30:00,2,8,24,9,30,2
8418,19,חמש עם שרון גל,רשת 13,59.0,3.8,2021-02-24 16:51:00,2,8,24,16,51,2
8419,20,העולם הבוקר,רשת 13,180.0,3.7,2021-02-24 07:00:00,2,8,24,7,0,2
8420,1,חדשות 12 - חג,קשת 12,95.0,15.5,2021-02-25 19:55:00,2,8,25,19,55,3
8421,2,האח הגדול 2021,רשת 13,93.0,14.2,2021-02-25 21:36:00,2,8,25,21,36,3
8424,5,חדשות 13,רשת 13,93.0,9.4,2021-02-25 19:55:00,2,8,25,19,55,3
8425,6,שש עם עודד בן עמי 12,קשת 12,65.0,8.5,2021-02-25 17:55:00,2,8,25,17,55,3
8426,7,חמש עם רפי רשף 12,קשת 12,53.0,7.2,2021-02-25 16:59:00,2,8,25,16,59,3
8427,8,היום שהיה עם טל ברמן,רשת 13,33.0,6.7,2021-02-25 23:33:00,2,8,25,23,33,3
8428,9,מהדורה ראשונה 12,קשת 12,50.0,5.6,2021-02-25 16:09:00,2,8,25,16,9,3
8429,10,לפני החדשות,רשת 13,40.0,5.6,2021-02-25 19:10:00,2,8,25,19,10,3
8431,12,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,150.0,5.2,2021-02-25 06:59:00,2,8,25,6,59,3
8432,13,שלוש עם עופר חדד,קשת 12,47.0,5.1,2021-02-25 15:11:00,2,8,25,15,11,3
8433,14,שש - אמנון לוי,רשת 13,65.0,4.8,2021-02-25 17:54:00,2,8,25,17,54,3
8434,15,שנות ה-80 עונה 4 ש.ח,רשת 13,32.0,4.0,2021-02-25 00:15:00,2,8,25,0,15,3
8435,16,מאסטר שף עונה 9 ש.ח,קשת 12,47.0,3.9,2021-02-25 14:12:00,2,8,25,14,12,3
8436,17,פאולה וליאון עונה 2,קשת 12,125.0,3.8,2021-02-25 09:29:00,2,8,25,9,29,3
8437,18,סבריי מרנן עונה 4 ש.ח,קשת 12,28.0,3.6,2021-02-25 12:37:00,2,8,25,12,37,3
8438,19,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית - ש.ח,קשת 12,32.0,3.5,2021-02-25 11:34:00,2,8,25,11,34,3
8439,20,סבריי מרנן עונה 4 ש.ח,קשת 12,30.0,3.4,2021-02-25 12:06:00,2,8,25,12,6,3
8442,3,אופירה וברקוביץ' - עונה 3,קשת 12,115.0,9.1,2021-02-26 17:59:00,2,8,26,17,59,4
8443,4,שישי עם אילה חסון,רשת 13,110.0,6.9,2021-02-26 19:55:00,2,8,26,19,55,4
8444,5,שישי בחמש עם גדעון אוקו,קשת 12,51.0,6.9,2021-02-26 17:07:00,2,8,26,17,7,4
8445,6,משיח עונה 2,קשת 12,49.0,5.4,2021-02-26 22:37:00,2,8,26,22,37,4
8446,7,המגזין עם נגה ניר נאמן,רשת 13,43.0,4.8,2021-02-26 19:11:00,2,8,26,19,11,4
8448,9,שישי בבוקר עם גלית ויואב - עונה 2,קשת 12,181.0,4.1,2021-02-26 07:00:00,2,8,26,7,0,4
8450,11,לעוף על המיליון - עונה 6 ש.ח,רשת 13,64.0,3.1,2021-02-26 22:58:00,2,8,26,22,58,4
8451,12,חמש - מהדורת שישי,רשת 13,110.0,3.1,2021-02-26 17:08:00,2,8,26,17,8,4
8452,13,השוטרים ש.ח,קשת 12,73.0,2.9,2021-02-26 23:26:00,2,8,26,23,26,4
8453,14,העולם הבוקר,רשת 13,180.0,2.9,2021-02-26 07:00:00,2,8,26,7,0,4
8454,15,שש עם גלית ויואב - עונה 2,קשת 12,39.0,2.9,2021-02-26 06:21:00,2,8,26,6,21,4
8455,16,מאסטר שף עונה 9 ש.ח,קשת 12,61.0,2.7,2021-02-26 13:57:00,2,8,26,13,57,4
8456,17,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית לקט ש.ח,קשת 12,46.0,2.6,2021-02-26 00:40:00,2,8,26,0,40,4
8457,18,כמעט שבת שלום,קשת 12,66.0,2.5,2021-02-26 10:06:00,2,8,26,10,6,4
8458,19,פותחים שישי,רשת 13,113.0,2.5,2021-02-26 09:59:00,2,8,26,9,59,4
8460,1,חדשות שבת 12,קשת 12,96.0,16.1,2021-02-27 19:55:00,2,8,27,19,55,5
8461,2,האח הגדול 2021,רשת 13,93.0,15.5,2021-02-27 21:34:00,2,8,27,21,34,5
8462,3,מאסטר שף עונה 9,קשת 12,85.0,14.2,2021-02-27 21:40:00,2,8,27,21,40,5
8463,4,פגוש את העיתונות 12,קשת 12,41.0,11.2,2021-02-27 19:10:00,2,8,27,19,10,5
8464,5,מהדורת השבת עם הילה קורח,רשת 13,95.0,9.4,2021-02-27 19:54:00,2,8,27,19,54,5
8465,6,פגוש את העיתונות 12 - מהדורה מוקדמת,קשת 12,53.0,8.6,2021-02-27 18:08:00,2,8,27,18,8,5
8466,7,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,23.0,8.4,2021-02-27 23:13:00,2,8,27,23,13,5
8467,8,מאחורי הכסף,רשת 13,33.0,6.5,2021-02-27 23:10:00,2,8,27,23,10,5
8468,9,זה לא אולפן שישי ש.ח,קשת 12,44.0,5.8,2021-02-27 23:36:00,2,8,27,23,36,5
8469,10,סדר עולמי השבוע 12,קשת 12,45.0,5.5,2021-02-27 17:13:00,2,8,27,17,13,5
8470,11,ארץ נהדרת עונה 18 ש.ח,קשת 12,67.0,4.8,2021-02-27 15:47:00,2,8,27,15,47,5
8471,12,המטה המרכזי,רשת 13,40.0,4.6,2021-02-27 19:11:00,2,8,27,19,11,5
8472,13,סטנד אפ NATION ש.ח,רשת 13,54.0,3.6,2021-02-27 23:43:00,2,8,27,23,43,5
8473,14,המסע המופלא של אהרוני וגידי עונה 5 ש.ח,רשת 13,53.0,3.4,2021-02-27 17:07:00,2,8,27,17,7,5
8474,15,מאסטר שף עונה 9 ש.ח,קשת 12,60.0,3.4,2021-02-27 14:47:00,2,8,27,14,47,5
8475,16,אולפן שישי - הכתבות,קשת 12,45.0,3.1,2021-02-27 00:27:00,2,8,27,0,27,5
8476,17,מיוחד-נגיף הקורונה - ערב מוקדמת ע.13,רשת 13,52.0,2.8,2021-02-27 18:07:00,2,8,27,18,7,5
8477,18,סבריי מרנן עונה 5 ש.ח,קשת 12,33.0,2.6,2021-02-27 10:38:00,2,8,27,10,38,5
8478,19,מאסטר שף עונה 9 ש.ח,קשת 12,47.0,2.6,2021-02-27 13:59:00,2,8,27,13,59,5
8479,20,סבריי מרנן עונה 5 ש.ח,קשת 12,32.0,2.5,2021-02-27 11:12:00,2,8,27,11,12,5
8480,1,חדשות 12,קשת 12,99.0,16.4,2021-02-28 19:55:00,2,8,28,19,55,6
8481,2,מאסטר שף עונה 9,קשת 12,53.0,15.7,2021-02-28 21:43:00,2,8,28,21,43,6
8482,3,תכנית חיסכון 12,קשת 12,42.0,12.5,2021-02-28 19:08:00,2,8,28,19,8,6
8483,4,האח הגדול 2021,רשת 13,38.0,12.3,2021-02-28 21:37:00,2,8,28,21,37,6
8484,5,האח הגדול 2021 - חושפים את הכול,רשת 13,41.0,10.0,2021-02-28 22:16:00,2,8,28,22,16,6
8485,6,שש עם עודד בן עמי 12,קשת 12,64.0,9.9,2021-02-28 17:55:00,2,8,28,17,55,6
8486,7,הצינור,רשת 13,25.0,9.8,2021-02-28 22:57:00,2,8,28,22,57,6
8487,8,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,25.0,9.3,2021-02-28 22:42:00,2,8,28,22,42,6
8488,9,חדשות 13,רשת 13,94.0,8.2,2021-02-28 19:55:00,2,8,28,19,55,6
8489,10,מהדורה ראשונה 12,קשת 12,50.0,8.1,2021-02-28 16:08:00,2,8,28,16,8,6
8490,11,חמש עם רפי רשף 12,קשת 12,54.0,7.9,2021-02-28 16:59:00,2,8,28,16,59,6
8491,12,היום שהיה עם טל ברמן,רשת 13,34.0,7.5,2021-02-28 23:25:00,2,8,28,23,25,6
8492,13,שלוש עם עופר חדד,קשת 12,48.0,6.4,2021-02-28 15:10:00,2,8,28,15,10,6
8493,14,שש - אמנון לוי,רשת 13,64.0,5.2,2021-02-28 17:53:00,2,8,28,17,53,6
8494,15,לפני החדשות,רשת 13,41.0,5.2,2021-02-28 19:09:00,2,8,28,19,9,6
8495,16,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,150.0,4.5,2021-02-28 06:59:00,2,8,28,6,59,6
8496,17,שנות ה-80 עונה 4 ש.ח,רשת 13,41.0,4.4,2021-02-28 23:59:00,2,8,28,23,59,6
8497,18,ישראל עכשיו עם גלית ויואב,קשת 12,120.0,4.4,2021-02-28 13:00:00,2,8,28,13,0,6
8498,19,סבריי מרנן עונה 4 ש.ח,קשת 12,25.0,4.3,2021-02-28 12:35:00,2,8,28,12,35,6
8499,20,חמש עם שרון גל,רשת 13,60.0,4.1,2021-02-28 16:50:00,2,8,28,16,50,6
8500,1,חדשות 12,קשת 12,96.0,16.2,2021-01-03 19:56:00,1,53,3,19,56,6
